User Name,Handle,TimeStamp,Text,Like,Retweets
Dr Jenna Clegg CREATOR AND DESTROYER OF WORLDS,@DrJennaClegg2,2021-11-03T20:18:31.000Z,"Dr Jenna Clegg CREATOR AND DESTROYER OF WORLDS
@DrJennaClegg2
·
6m
#fixed #LeapFrog #TwistedHumor #Jurisprudence
Okay, the judge said that I had 2 post this publicly & apologize. So here goes-To the elderly Gentleman at the Market last week-I did not know that u were tying your shoelaces & NOT offering an game of leap frog. My bad,Dude,my bad.jc",,0,
Rashid Khan,@zlinkd,2021-11-03T20:18:30.000Z,"Rashid Khan
@zlinkd
·
6m
Replying to 
@BCCI
 and 
@ImRo45
A dark day for Cricket. This match was clearly fixed. Extremely disgraceful and shameful for all involved and for ICC guys who will take no action.",,0,
Idealist,@Idealis21234782,2021-11-03T20:18:30.000Z,"Idealist
@Idealis21234782
·
6m
Replying to 
@BCCI
@ICC
 @T20WorldCup
 Everyone saw Afg vs Ind match was fixed with so many signs. Why you're not intervening and launching an inquiry. It's not fair for BCCI to just fix matches when they can't win naturally. 
@ICC
 Launch a probe against today's match.",,0,
Shan Butt,@ShanBut54052175,2021-11-03T20:18:28.000Z,"Shan Butt
@ShanBut54052175
·
6m
Replying to 
@SDhawan25
Keep going I'm fixed match",,0,
Tinnitus Fixed,@TinnitusFixed,2021-11-03T20:18:27.000Z,"Tinnitus Fixed
@TinnitusFixed
·
6m
The most common cause of #tinnitus is a noise-induced #hearingloss.",,0,
Garmin,@Garmin,2021-11-03T20:18:26.000Z,"Garmin
@Garmin
·
6m
Replying to 
@MattMiller1765
I'm glad to hear it was fixed! Please let us know if we can help with anything in the future. -MR",,0,
israrkhan,@israr4545,2021-11-03T20:18:25.000Z,"israrkhan
@israr4545
·
6m
Replying to 
@BCCI
Fixed totally",,0,
Sarah Smith,@SarahSm98926003,2021-11-03T20:18:25.000Z,"Sarah Smith
@SarahSm98926003
·
6m
Replying to 
@TrillIndividua1
 and 
@snapchatsupport
You’ve been device banned but getting your issue fixed is an easy task. Contact _cyberspyhackerr on Instagram, he’s gonna help you out. He was so helpful. I had issues too",,0,
sheheryarkhan,@shehery21767470,2021-11-03T20:18:25.000Z,"sheheryarkhan
@shehery21767470
·
6m
Replying to 
@T20WorldCup
Well played, this is least what India can do to give shity threats  to Afghanistan players #fixed 
@imVkohli",,0,
Mr,@MisterxR,2021-11-03T20:18:24.000Z,"Mr
@MisterxR
·
6m
Replying to 
@Om48052745
 and 
@KazmiWajahat
""if we wanted to fix everything could have been fixed we could won all 7 match and win the world Cup""

But, you didn't. Lol.",,0,
Talha Bin Ali,@talhabinali1,2021-11-03T20:18:23.000Z,"Talha Bin Ali
@talhabinali1
·
6m
I don't know the way to show my emotions after watching today's cricket match #AFGvIND I wasted my 3 hrs On this shit #fixed cricket match. 

I am big fan Of Indian Cricket team but today they disappointed me alot. 

Shame on #ICC and #BCCI 

TOTALLY #fixed Cricket Match.",,0,
Tayden Enriquez,@BobTheRob1234,2021-11-03T20:18:22.000Z,"Tayden Enriquez
@BobTheRob1234
·
6m
Replying to 
@CupcakeyDark
If u got on more then 2 days ago u lost ur progress because roblox never fixed the glitch yet",,0,
ℙ𝕆𝕀ℕ𝕋 ℤ𝔼ℝ𝕆,@Spin_KhanKK,2021-11-03T20:18:21.000Z,"ℙ𝕆𝕀ℕ𝕋 ℤ𝔼ℝ𝕆
@Spin_KhanKK
·
6m
The champions of match fixing think every match is fixed by mere a stupid mistake. They missed many catches while playing with Pakistan which was an easy match to win for them. That means Pakistan must have paid more. Silly downtrodden Pakistani mindset!
Waqas Ahmed
@ahmedwaqas992
 · 5h
How is this not fixed? #INDvsAFG",,0,
Akrum66,@Akrum662,2021-11-03T20:18:19.000Z,"Akrum66
@Akrum662
·
6m
India planted Traitor Afghan Team with fake flag #fixed match with India.
India was not able to make one boundary:4 runs in 5 overs against New Zealand, but in this fixed match, they made 3-4 boundaries in each over
Think UK,Australia,Pakistan,SA,Bangladesh,Namibia,WI
#IsraelIsTerrioristState
@mr_helicopter_h
 · 2h
Afghan Team Room Right Now

#INDvsAFG
#fixed 
#fixerkings 
#Shame 
#RashidKhan 
#indiancricket 
#BCCI 
#indiancricket",,0,
Shoukat Hussain,@Shoukat54463169,2021-11-03T20:18:17.000Z,"Shoukat Hussain
@Shoukat54463169
·
7m
Replying to 
@bhogleharsha
You know that was fixed match, why are you trying to prove that your are .....?",,0,
Saif_Qureshi07,@SaifQureshi_07,2021-11-03T20:18:16.000Z,"Saif_Qureshi07
@SaifQureshi_07
·
7m
Replying to 
@ACBofficials
 @ImRo45
 and 3 others
#WELLPAIDINDIA #fixed #Afghanistan",,0,
William AC Griffiths,@willacgriffiths,2021-11-03T20:18:16.000Z,"William AC Griffiths
@willacgriffiths
·
7m
@SkyFootball
 dunno if you saw my tweet but it's fixed. Thanks.",,0,
Erin Alexandria,@ThatShyGirlErin,2021-11-03T20:18:16.000Z,"Erin Alexandria
@ThatShyGirlErin
·
7m
Seems like it’s fixed now
Brandon Pope TV
@BpopeTV
 · 56m
IG acting up for anyone else?",,0,
Clean Green,@LawaKhan866,2021-11-03T20:18:15.000Z,"Clean Green
@LawaKhan866
·
7m
Afghan cricket is buried today.
@ACBofficials
@BCCI
#RashidKhan
#AFGvIND
#India
#kohlipanoti
#fixed
1
1",,0,1
Bradder68,@Bradder68,2021-11-03T20:18:14.000Z,"Bradder68
@Bradder68
·
7m
Replying to 
@potter2207
 and 
@SkyFootball
Seems to have fixed itself now. 
1",,0,1
Asifazan,@asifazan,2021-11-03T20:18:14.000Z,"Asifazan
@asifazan
·
7m
Replying to 
@BCCI
Nnot solid one vut a fixed one",,0,
Pakistan Defence League,@PakDefLeague,2021-11-03T20:18:14.000Z,"Pakistan Defence League
@PakDefLeague
·
7m
Replying to 
@imVkohli
Celebrating a fixed win vs Afghanistan I’m weak ",,0,
Ikhsan Zainorddin,@sanzai2001,2021-11-03T20:18:13.000Z,"Ikhsan Zainorddin
@sanzai2001
·
7m
haiss my bodyclock is fixed to this timing alr and i dont want it !!",,0,
Jim Tinsley,@jim_tinsley1,2021-11-03T20:18:13.000Z,"Jim Tinsley
@jim_tinsley1
·
7m
Replying to 
@Keir_Starmer
I would seriously consider all opposition withdrawing from parliament on all matter for a fixed period",,0,
DANISH Janjua,@DanishJanjua_,2021-11-03T20:18:10.000Z,"DANISH Janjua
@DanishJanjua_
·
7m
Only a little Difference in smile 
#fixed #T20WorldCup 
    #PakvsAfg                   #INDvsAFG
4
10
20",4,0,20
The Supreme Master of DOOM,@T3chnoSam,2021-11-03T20:18:08.000Z,"The Supreme Master of DOOM
@T3chnoSam
·
7m
Replying to 
@ElizabethMay
Sorry but that's up to all these bozos to fix the planet, not ""God"". The general population don't have another option we can't go to another planet. It's infuriating to see all these big polluters like China not show up. There is ZERO chance this will get fixed, ppl are 2 stupid",,0,
Ajcricket,@Ajcricket35,2021-11-03T20:18:06.000Z,"Ajcricket
@Ajcricket35
·
7m
Replying to 
@Imwhoim69
 and 
@ImIshant
I could already see one which was fixed.....",,0,
GoYoAssToBed,@_jhadaa_,2021-11-03T20:18:05.000Z,"GoYoAssToBed
@_jhadaa_
·
7m
Replying to 
@adviceburner
Maybe one day if I could get my nails fixed and I could get a little bit more hair and I would be too cute ",,0,
Najeeb Khan,@NajeebBismil,2021-11-03T20:18:05.000Z,"Najeeb Khan
@NajeebBismil
·
7m
Absolutely FIXED match SPONSORED by icc India just trying to adjust in semifinal like this ",,0,
Imran,@Imran53407166,2021-11-03T20:17:56.000Z,"Imran
@Imran53407166
·
7m
The Afghan team did not show any sprit & body language to win from India. Deliberate mistakes & wrong decisions make it a shady show. Fixed match by any definition. Well ‘paid’ India. #fixedmatch #AFGvIND #indiancricket 
@MirMAKOfficial
 @PTVSp0rts
 @mir_sana05
 @ARYSports_Web
RathoreBaba
@waseemrathore88
 · 2h
Will @ImranKhanPTI @TheRealPCB @ICC take notice of this possible fixed match by @BCCI ? twitter.com/p4pakipower/st…
1
1",,0,1
سید بلاول,@bui_s09,2021-11-03T20:17:56.000Z,"سید بلاول
@bui_s09
·
7m
After this fixing in IndVsAfg we all want NZ to win against AFG and qualify for Semis knocking India out.

Both these teams are SHAME in the World of Cricket.
#INDvsAFG
#fixedmatch
#fixed 
#INDvsAFG 
#IndiaVsAfgFIXED
1",1,0,
VastgoedBerichten,@VastgoedBericht,2021-11-03T20:17:56.000Z,"VastgoedBerichten
@VastgoedBericht
·
7m
Fixed Gear Coffee verhuist naar Grote Gracht in Maastricht
vastgoedberichten.nl
Fixed Gear Coffee verhuist naar Grote Gracht in Maastricht - VastgoedBerichten
Namens Wonen Boven Winkels Maastricht heeft Boek & Offermans Makelaars de verhuur tot stand gebracht van bijna 350 m² winkelruimte gelegen aan Grote Gracht 42-46 in Maastricht. In 2018 heeft Fixed...",,0,
FIXED - documentary,@FixedDoc,2021-11-03T20:17:55.000Z,"FIXED - documentary
@FixedDoc
·
7m
DYK that the #NewDayFilms founders’ historic films and papers are now part of the 
@NewDayFilms
 Collection in the Archive at 
@Duke
 University? Celebrate #50YrsOfNewDay on Friday, Nov 12 @ 2PM ET/ 11AM PT, RSVP @ http://tinyurl.com/NewDay50  ASL/CART provided #DocumentaryHistory
3
3",,0,3
Taha Qureshi,@Taha2040Qureshi,2021-11-03T20:17:54.000Z,"Taha Qureshi
@Taha2040Qureshi
·
7m
Replying to 
@ICC
it was fixed  match, shame on India

#WELLPAIDINDIA  #WellbeingWednesday",,0,
ZacK,@ZacK1nGGG,2021-11-03T20:17:53.000Z,"ZacK
@ZacK1nGGG
·
7m
Replying to 
@pompsterboy
 @KachaTamatar
 and 
@Haqq_Aysha
krdya hai prove fielding se saf lagra fixed match tha or tune khud bhi to bola tha us bat pe k hm khareedte hain ajeeb kis chutiye se behes krra hun main bhi 
1
1",1,0,1
Babatúndé,@This_Is_Tunde,2021-11-03T20:17:53.000Z,"Babatúndé
@This_Is_Tunde
·
7m
I don’t think it’ll affect much. I’ll assume people are buying on fixed interest rates so they’ll at least be able to keep paying their mortgages barring no changes to income level
Dah-Fay
@falsee_9
 · 1h
Wonder what the foreclosure rates are going to look like in 3 to 4 years when these inflated housing costs catch up to buyers",,0,
Muhammad Ahmad Raza,@mianar07,2021-11-03T20:17:52.000Z,"Muhammad Ahmad Raza
@mianar07
·
7m
Is match bikna wali cheezon ma tickets bhi dosra number pa tha..
#INDvsAFG
#fixed
1",,0,1
Ausaf Ali,@ausaf786143,2021-11-03T20:17:51.000Z,"Ausaf Ali
@ausaf786143
·
7m
Replying to 
@hardikpandya7
Yes.. But today match was fixed. All cricket experts have doubt. What do u say",,0,
Aส🅼iℝ,@AamirRIO_7,2021-11-03T20:17:50.000Z,"Aส🅼iℝ
@AamirRIO_7
·
7m
Replying to 
@MeFixerr
Sorry fnt compare his batting with Misbsh, you mean Misbah fixed the match too??
Plz think again",,0,
hassan.,@ctrlhassan,2021-11-03T20:17:50.000Z,"hassan.
@ctrlhassan
·
7m
Mujhe pata hi nahi tha k kis ka match tha aj or mein twitter p ay th Pakistani #fixed trend kr rhy thy. Mein bhi sath shuru ho gya or 2 endians nay poora ghanta zaya kia hy. Itne lame humor k log hain na kasam say hansi bhi nhi ati or ghussa bhi sath ata hai. Ajeeb
#fixedmatch 
1
2
2",1,0,2
Mahammad Tayyab Afzaal,@MahammadAfzaal,2021-11-03T20:17:48.000Z,"Mahammad Tayyab Afzaal
@MahammadAfzaal
·
7m
Lant 
@ACBofficials
 
#fixed
Meeru Ansari
@meeruansari
 · Oct 29
Let me know… Who will be the winner of today …#PakvsAfg 
#RashidKhan #ICCT20WorldCup 
#intermediateresult2021",,0,
Hivemind NFTs Official,@Hivemind_NFTs,2021-11-03T20:17:44.000Z,"Hivemind NFTs Official
@Hivemind_NFTs
·
7m
Replying to 
@thelostcrypto
 and 
@C_D_COfficial
heads up, we screwed the last tweet forgot to write comment ur wax id,

so jus fixed it, if you were one of the 7 that already did it, will have to redo now, apologies
1
1",,0,1
Sarfraz Umer,@SarfrazUmer3,2021-11-03T20:17:44.000Z,"Sarfraz Umer
@SarfrazUmer3
·
7m
Replying to 
@imVkohli
fixed",,0,
Kays Khan - HK,@amkayskhan,2021-11-03T20:17:42.000Z,"Kays Khan - HK
@amkayskhan
·
8m
Such a shame and very bad acting by Afghan Team this is so pathetic and flop show atleast be a good actors anyways well paid #Shame #fixed #AFG #Afghanistan #AFGVSIND #fixing",,0,
Asma Zulfiqar,@asmazulfiqar91,2021-11-03T20:17:41.000Z,"Asma Zulfiqar
@asmazulfiqar91
·
8m
Replying to 
@RaheeqAbbasi
100% fixed",,0,
Nimra,@Nim_raaa,2021-11-03T20:17:41.000Z,"Nimra
@Nim_raaa
·
8m
#fixed
Faisal Javed Khan
@FaisalJavedKhan
 · 3h
Spoiling the spirit of the game. This is not the first though. Whaveter they do - their malpractices won't work - they won't be able to make it to the next stage as it's already curtains for them. This attitude leaves sports dead & destroyed. #MysteriousCricket #Surreptitiously",,0,
Geoliberal#FreeLand,@Land_Liberty,2021-11-03T20:17:41.000Z,"Geoliberal#FreeLand
@Land_Liberty
·
8m
Replying to 
@NOWHelpTeam
It got fixed, please pass on thanks to Vasim, lost connection in chat",,0,
Charismatic,@Mohibullah_AB,2021-11-03T20:17:40.000Z,"Charismatic
@Mohibullah_AB
·
8m
Replying to 
@Captain_Critics
Will I am not here to support India it is there own Business to qualify or get knockout,  I am here to explain that as a fan I believe that it was a fair game of cricket and nothing was fixed
1
1",1,0,1
Akrum66,@Akrum662,2021-11-03T20:17:40.000Z,"Akrum66
@Akrum662
·
8m
India planted Traitor Afghan Team with fake flag #fixed match with India.
India was not able to make one boundary:4 runs in 5 overs against New Zealand, but in this fixed match, they made 3-4 boundaries in each over
Think UK,Australia,Pakistan,SA,Bangladesh,Namibia,WI
Ali Raza
@AmikaPrince
 · 2h
Well paid @BCCI u r a #Shame
For cricket  #fixed",,0,
campbell | likes cobra kai,@Cobra_Campbell,2021-11-03T20:17:34.000Z,"campbell | likes cobra kai
@Cobra_Campbell
·
8m
Replying to 
@danalovesyouuuu
it fixed itself somehow ",,0,
Dante21,@CarbonBeing66,2021-11-03T20:17:32.000Z,"Dante21
@CarbonBeing66
·
8m
@easyJet
 you are a disgrace. I received no message to inform me that the flight would leave. Your flight tracker told me 10 minutes ago that the plane had been fixed. Flight 7278 from Madrid to London. What a disgrace.",,0,
Saif_Qureshi07,@SaifQureshi_07,2021-11-03T20:17:32.000Z,"Saif_Qureshi07
@SaifQureshi_07
·
8m
Replying to 
@ACBofficials
 @BCCI
 and 
@BLACKCAPS
#fixed",,0,
Paul Dechene,@PaulDechene,2021-11-03T20:17:32.000Z,"Paul Dechene
@PaulDechene
·
8m
Replying to 
@PaulDechene
 @kaylmaclellan
 and 2 others
Fixed. I don't remember doing that. I get block-happy some days.",,0,
Jenjen72,@Jenjen7210,2021-11-03T20:17:31.000Z,"Jenjen72
@Jenjen7210
·
8m
Replying to 
@Alphons04260271
Why yes, thank you. Looks like it's fixed just right too!
1
1",1,0,1
Motobug,@Motobug_,2021-11-03T20:17:31.000Z,"Motobug
@Motobug_
·
8m
fixed an eBay Wii by removing a quarter from the disc drive

i love electronics repair
5",,0,5
Rapunzel,@NidaSiddiQui004,2021-11-03T20:17:31.000Z,"Rapunzel
@NidaSiddiQui004
·
8m
WelWell ""Played"" Afghanistan but whot was that behaviour 
#fixed #Afghanistan #INDvsAFG #RashidKhan
1
1",,0,1
Andrea Giallombardo,@GialloAndrea,2021-11-03T20:17:29.000Z,"Andrea Giallombardo
@GialloAndrea
·
8m
FIXED! #TheWitcher
youtube.com
Netflix's Witcher Season 2 Trailer But...The Music Is Right
I didn't like the new Witcher trailer with its original sound, so I rescored it to have one of my favourite Witcher 3 songs.Destiny is a beast. Watch the of...",,0,
عــــــــــلی شـــــــــاکــــــر™,@alishakirspk,2021-11-03T20:17:28.000Z,"عــــــــــلی شـــــــــاکــــــر™
@alishakirspk
·
8m
Vs Pakistan                   Vs India
#wellpaid
#fixed
2
3",,0,3
Abida M Gardezi,@gardezimabida,2021-11-03T20:17:22.000Z,"Abida M Gardezi
@gardezimabida
·
8m
#fixed
7
12",,0,12
keith johnson,@KeithJonno,2021-11-03T20:17:21.000Z,"keith johnson
@KeithJonno
·
8m
Replying to 
@PaulGoodwin17
Seems to have been fixed now",,0,
Addil Sandhu,@AddilSandhu,2021-11-03T20:17:21.000Z,"Addil Sandhu
@AddilSandhu
·
8m
#INDvsAFG  #fixed",,0,
Stephen Barlow,@SteB777,2021-11-03T20:17:20.000Z,"Stephen Barlow
@SteB777
·
8m
Politicians presented all these rosy views of green growth, all sorts of carbon trading schemes and generally giving off the impression that the problem was fixed, and the future was green.
1
3",1,0,3
Saami Jawaid,@JawaidSaami,2021-11-03T20:17:19.000Z,"Saami Jawaid
@JawaidSaami
·
8m
Well paid India,
oops sorry! I mean Well-played 

#IndvsAfg #FixedMatchIndVsAfg #RashidKhan #Shame #fixed #IndiavsAfghanistan #INDvsAFG #IndiaVsAfgFIXED #indiancricket #bcci #money #ICCT20WorldCup #fixerkings #fixing #AFGvIND #AFGVSIND #fixedmatch #India #AFG #Ashwin #Ashwin
1",,0,1
Stephen Barlow,@SteB777,2021-11-03T20:17:19.000Z,"Stephen Barlow
@SteB777
·
8m
After the 1992 Rio Earth Summit, political leaders, fossil fuel companies and general vested interest gave the impression the problem was fixed, that there was no need for people to turn to green politics, because mainstream politics had fixed the problem.
1
4",1,0,4
Idealist,@Idealis21234782,2021-11-03T20:17:19.000Z,"Idealist
@Idealis21234782
·
8m
Replying to 
@umeeerrrr
@ICC
 @T20WorldCup
 Everyone saw Afg vs Ind match was fixed with so many signs. Why you're not intervening and launching an inquiry. It's not fair for BCCI to just fix matches when they can't win naturally. 
@ICC
 Launch a probe against today's match.",,0,
ameedullah,@ameedullah85,2021-11-03T20:17:16.000Z,"ameedullah
@ameedullah85
·
8m
Pl take note of fixed match by your team against India in world cup. What a shame for all the Muslims who supported Afghanistan
Suhail Shaheen. محمد سهیل شاهین
@suhailshaheen1
 · Oct 31
د افغانستان کرکټ ټیم اتلانو د نړيوالو شل اوریزو سیالیو په لړکې د نامیبیا په وړاندې په ستر توپیر سره بریا خپله کړه. تاسو اتلانو او ټول افغان ولس ته دې مبارک وي.
د لا بریا په هیله!",,0,
COOL,@naveeds00143,2021-11-03T20:17:16.000Z,"COOL
@naveeds00143
·
8m
Fix match totally
Shame on you afghan team #fixed",,0,
Maj Gaurav arya's fan,@Taal_Thok_key,2021-11-03T20:17:16.000Z,"Maj Gaurav arya's fan
@Taal_Thok_key
·
8m
Replying to 
@AsYouNotWish
India fixed the match..
India fixed NZ to cancel pak tour..
India fixed TLP, Bla ...
Basically bhikhari  don't have money to fix, so they keep crying ,
1",1,0,
Emily Pember,@pember_emily,2021-11-03T20:17:14.000Z,"Emily Pember
@pember_emily
·
8m
Only+ 45%. Fixed it for ya.
lubbockonline.com
Lubbock County COVID-19 vaccine tracker: 45% of people fully vaccinated
Here's how many Lubbock County residents have received the COVID-19 vaccine as of Nov. 2, according to data.",,0,
FireBug,@OpenFireBug,2021-11-03T20:17:11.000Z,"FireBug
@OpenFireBug
·
8m
Replying to 
@EluTranscendent
Probably the same reason why their subtitles/closed captioning is an automated, sometimes beautifully hilarious mess.

Still, good that you fixed it!",,0,
Abdullah Shahab,@Abdulla99311769,2021-11-03T20:17:11.000Z,"Abdullah Shahab
@Abdulla99311769
·
8m
Virat kohli giving command to nabi to chose bowling first 
#fixed
#fixing
1
1",,0,1
Ke,@setx_ke,2021-11-03T20:17:07.000Z,"Ke
@setx_ke
·
8m
Replying to 
@BrettDHayes
Lmao I just fixed it 20 minutes ago",,0,
ANAM,@nizamanitweets,2021-11-03T20:17:07.000Z,"ANAM
@nizamanitweets
·
8m
""Well Paid India""
Todays Match Be Like.... 
#fixed
#Shame
1
5",1,0,5
Wali,@WaliSoomro999,2021-11-03T20:17:06.000Z,"Wali
@WaliSoomro999
·
8m
Welpaid ind #fixed",,0,
Mansab,@mansabmoodi,2021-11-03T20:17:05.000Z,"Mansab
@mansabmoodi
·
8m
Feel the difference in photo 1 match against new Zealand his team lost the match by 8 wickets photos 2 he is sleeping as match is fixed  #WELLPAIDINDIA",,0,
controlled by my cat,@jones8806,2021-11-03T20:17:05.000Z,"controlled by my cat
@jones8806
·
8m
Replying to 
@pessimysticizm
 and 
@peterdaou
Unless you've been living without any media or outside engagement, you think like a lib. It is inescapable and can only be fixed by acknowledging when it happens and building new ways of thinking.

I mean, you were objectively wrong in your first tweet.",,0,
Junaidistaan,@JunaidAhmedAch1,2021-11-03T20:17:05.000Z,"Junaidistaan
@JunaidAhmedAch1
·
8m
Fixed 
#INDvsAFG #fixed 
@BCCI
 @ACBofficials
1",,0,1
Aakash iqbal(HoNEy),@tweets_aakash,2021-11-03T20:17:04.000Z,"Aakash iqbal(HoNEy)
@tweets_aakash
·
8m
Well paid india#fixed #Afghanistan #AfghanistanvsIndia #matchfixed",,0,
Sarim,@Saarriim,2021-11-03T20:17:03.000Z,"Sarim
@Saarriim
·
9m
Its Completly true #INDvsAFG #fixed #fixedmatch
syed farrukh
@syedfar51966480
 · 2h
Replying to @iamamirofficial
آج کے بعد بالی ووڈ کے تمام ہیروز کی جاب خطرے میں ہے کیونکہ جس طرح آج افغان پلئیرز نے جیتنے کی ایکٹنگ کی ہے اس سے صاف ظاہر ہے افغان کھلاڑیوں کا مستقبل بالی ووڈ میں روشن ہے",,0,
Ihsanullah,@Ihsanul98017787,2021-11-03T20:17:01.000Z,"Ihsanullah
@Ihsanul98017787
·
9m
Replying to 
@ICC
This match was fixed 100% 
After the toss the Indian captain told to Afghanistan  to choose ball first. The blind people will tell you that this is fixed outside the ground.",,0,
Kamikaze Trades,@KamikazeTrades,2021-11-03T20:17:00.000Z,"Kamikaze Trades
@KamikazeTrades
·
9m
#FixedBets
Whoever is interested in a 26/1 fixed bet , send me a DM.
Payment after win.
1",,0,
salma ka 6 nov,@suhailkhaneng,2021-11-03T20:17:00.000Z,"salma ka 6 nov
@suhailkhaneng
·
9m
Replying to 
@JahanZaibb_
Pak or Afghan kabhi fixed tha aese kese last over me 4 six lag gaye socho socho match chase hi nahi krne diya",,0,
fxQ,@Santosh91682440,2021-11-03T20:17:00.000Z,"fxQ
@Santosh91682440
·
9m
FIXED_TRADING_IS_ALIVE 54000.0

---
@ 11/03/2021, 16:17:00
BTC",,0,
AHMAD JAVED,@AHMADJAVED1024,2021-11-03T20:16:58.000Z,"AHMAD JAVED
@AHMADJAVED1024
·
9m
#instagramdown #indiancricket #fixed #fixedmatch",,0,
Khizran Mustafa Wazir,@Khizran_M_Wazir,2021-11-03T20:16:46.000Z,"Khizran Mustafa Wazir
@Khizran_M_Wazir
·
9m
دنیا بھر میں ہر چیز مہنگی ہو گئی لیکن افغانیوں کی قیمت وہی پرانی ہے۔
#fixed
#matchfixed 
#IndiavsAfghanistan 
#shame
#RashidKhan
Rao Ejaz Khalid
@ejazrao
 · 2h
#fixed
#fixing
#rashidkhan

Audio boosted with zoom, its nabi who said, we will bowl first
3",,0,3
aly,@alyssaniriain,2021-11-03T20:16:46.000Z,"aly
@alyssaniriain
·
9m
almost died cycling to my bf’s and when i told him he immediately fixed everything on my bike. the man does computer science, where does the fix it felix thing come in
1
2",1,0,2
BeaRajput,@obhaimaafkaro,2021-11-03T20:16:45.000Z,"BeaRajput
@obhaimaafkaro
·
9m
kuch nai bhai bas yahi koi tees chaleeeees crore chaiye thy apun ko.

#fixed #WELLPAIDINDIA #wellpaid
1
1",,0,1
Katherine,@jawairiasyed,2021-11-03T20:16:45.000Z,"Katherine
@jawairiasyed
·
9m
مزہ آئے اگر بھارتی اب افغانی کھلاڑیوں کو پیسے دینے سے انکاری ہو جائیں اور افغانیوں کو دبئی میں سیٹل ہونے کی بجائے واپس افغانستان جانا پڑے۔ 
#indvafg #fixed
2
4",,0,4
Akrum66,@Akrum662,2021-11-03T20:16:44.000Z,"Akrum66
@Akrum662
·
9m
India planted Traitor Afghan Team with fake flag #fixed match with India.
India was not able to make one boundary:4 runs in 5 overs against New Zealand, but in this fixed match, they made 3-4 boundaries in each over
Think UK,Australia,Pakistan,SA,Bangladesh,Namibia,WI
Khizra Yasir
@khizrayasirr
 · 1h
AFG Player After the Match: 

Paisa hi paisa hoga 
#fixed 
#RashidKhan #Shame 
#INDvsAFG #toss 
Money 
Kholi 
Team India
0:25
18.8K views",,0,
Matt Kohrs,@matt_kohrs,2021-11-03T20:16:44.000Z,"Matt Kohrs
@matt_kohrs
·
9m
Replying to 
@DiogenesLamp_
 and 
@TaraBull808
It's a data mess up (most likely a filing issue). This has previously happened with Fintel. 

No biggie. I'm betting it will be fixed soon.
3
7",3,0,7
Nadeem Shahzad,@nadeem8098,2021-11-03T20:16:43.000Z,"Nadeem Shahzad
@nadeem8098
·
9m
#fixed
#fixedmatch
#IndiavsAfghanistan
#INDvsAFG
#ICCT20WorldCup2021",,0,
Alex Pacín,@alex_pacin,2021-11-03T20:16:42.000Z,"Alex Pacín
@alex_pacin
·
9m
Replying to 
@ATLUTD
Fixed it for you.
1",,0,1
tabs,@tabs_mvc,2021-11-03T20:16:41.000Z,"tabs
@tabs_mvc
·
9m
Tfw you realize you forgot to disable felicias stupid meter building move because its hidden away at the very top of her commandlist in the files

Also apparently side tac doesnt swap her out but i swore i fixed that
5",,0,5
Ammy,@hashmihunyawr,2021-11-03T20:16:38.000Z,"Ammy
@hashmihunyawr
·
9m
Yaar itni acting kaisay kar laitay ho 
#fixed
Hadia Baig
@yawrhadia
 · 2h
A
F
G
H
A
N
I
$$$
T
A
N
#INDvsAFG #fixed",,0,
YRGUZAY,@ewhoreuzay,2021-11-03T20:16:36.000Z,"YRGUZAY
@ewhoreuzay
·
9m
Replying to 
@xsnakeswife
That’s not you needing to be fixed you just need somebody to take you away from all dat
1",1,0,
Ausaf Ali,@ausaf786143,2021-11-03T20:16:35.000Z,"Ausaf Ali
@ausaf786143
·
9m
Replying to 
@bhogleharsha
No need to. Worry for India.. Match was already fixed.",,0,
rednblackexile,@Rednblackexile,2021-11-03T20:16:34.000Z,"rednblackexile
@Rednblackexile
·
9m
Sky commentary now fixed you have to go out and then back in again. Lucky we haven’t missed much! #afcb
3",,0,3
HK,@HK29011630,2021-11-03T20:16:34.000Z,"HK
@HK29011630
·
9m
Replying to 
@ACBofficials
 @BCCI
 and 
@BLACKCAPS
#fixed",,0,
Athar Khalid Awan,@athar_awan,2021-11-03T20:16:34.000Z,"Athar Khalid Awan
@athar_awan
·
9m
Well Paid India !!
#WELLPAIDINDIA #fixed",,0,
NJDecafJunkie (she/her),@njcoffeejunkie,2021-11-03T20:16:34.000Z,"NJDecafJunkie (she/her)
@njcoffeejunkie
·
9m
Welp, got one bracket of my braces fixed this morning only to have another on the opposite side pop off hours later. Yay! Heading to the dentist now. (Thank goodness they could fit me in!)
1",,0,1
Foreclosure Nation,@4closureNation2,2021-11-03T20:16:30.000Z,"Foreclosure Nation
@4closureNation2
·
9m
Replying to 
@USProgressives
$2000 a year is $166 a month! Very hard on fixed income seniors.",,0,
claire jenkins,@dinkypinkygirly,2021-11-03T20:16:29.000Z,"claire jenkins
@dinkypinkygirly
·
9m
Replying to 
@rob_ac
 and 
@steve_jennings
Apparently getting fixed by Thursday....",,0,
Mr Brown,@AllianceWTTC,2021-11-03T20:16:28.000Z,"Mr Brown
@AllianceWTTC
·
9m
Replying to 
@RuinTheManbaby
Again, too easy! Is this competition fixed?",,0,
Adeel Ahmed,@AdeelSiddiquiA1,2021-11-03T20:16:26.000Z,"Adeel Ahmed
@AdeelSiddiquiA1
·
9m
Replying to 
@waqasakhter077
#fixed",,0,
